fips,agriculture,construction,manufacturing,wholesale_trade,retail_trade,transport_warehouse_utilities,information,finance_insurance_realestate,prof_scientific_waste,edu_health,arts_recreation,public_admin,other,year
21159,NA,30536,39464,66250,24476,32250,9167,18846,44400,30739,NA,29336,22917,2014
21161,18500,34297,35694,33984,16345,52868,30500,28350,39707,29008,11875,32292,15119,2014
21163,21563,37207,39135,27357,19208,48482,31026,21763,41934,28528,10741,52413,27188,2014
21165,25313,23871,35000,NA,14625,48661,NA,32778,24306,26875,NA,33810,23571,2014
21167,15962,30391,44038,45987,17526,47778,29375,32188,30972,31122,11620,36118,25610,2014
21169,20689,21890,28496,37153,15030,25094,NA,31250,20551,24107,NA,43750,36667,2014
21171,27917,31563,28350,24449,17372,29224,22198,28393,17115,22766,30188,35074,32946,2014
21173,34273,32143,33629,35625,22917,41447,49659,33992,45100,30548,50515,45720,25000,2014
21175,15750,40779,25375,33580,16645,25347,32167,31146,27283,28291,NA,33068,33000,2014
21177,28750,33975,32096,32250,20000,44500,29022,24779,51855,29472,6250,33712,17255,2014
21179,25313,39091,36894,41094,21422,40139,38000,37059,26786,30746,15268,35316,22203,2014
21181,32000,29464,44853,NA,17219,36932,NA,31458,19773,24968,18250,27432,10441,2014
21183,24760,30108,29968,44609,17935,40868,28523,23170,20444,26405,NA,31786,16193,2014
21185,20368,35020,66670,76184,19493,75601,47000,53500,66250,43265,26518,46528,26583,2014
21187,16111,26250,42353,55917,16538,48472,40284,31042,42206,21829,NA,31512,31875,2014
21189,8611,25833,12321,NA,16827,31094,18661,33958,NA,29969,NA,47798,16250,2014
21191,11420,35920,36702,40167,17443,50058,31161,29815,50813,26236,20238,41638,22917,2014
21193,NA,31472,31739,58047,18369,31731,27031,30735,42969,34179,NA,34489,25047,2014
21195,30458,34265,38417,48229,19008,34919,22057,26786,31417,29694,6935,32178,20684,2014
21197,25223,32500,34884,14861,15893,58693,47798,33750,18724,24414,NA,33977,19966,2014
21199,23350,27254,30863,26923,21077,43043,30705,29391,30721,25987,16250,32489,19025,2014
21201,25556,31736,36630,NA,23906,30750,NA,NA,NA,24583,NA,31667,NA,2014
21203,13702,40980,34369,30833,16719,50464,19563,28375,21031,27723,20357,37129,12963,2014
21205,34583,35000,33827,38429,15130,29148,17708,24550,50099,39306,20847,39063,17500,2014
21207,29070,34080,27067,22679,16764,36739,27054,30833,27542,27263,22500,37148,19688,2014
21209,22560,28918,58377,45652,22307,43207,25227,32731,46736,35367,20341,44965,26019,2014
21211,15216,30704,43556,44620,20841,54695,35197,45654,53670,34537,22941,42089,21716,2014
21213,42875,27894,37471,31250,24583,38125,37917,43625,19775,23397,7132,40988,19615,2014
21215,10833,40875,53702,41369,24179,52813,47381,37491,42649,31626,16250,75031,25227,2014
21217,22019,26223,30982,32500,20520,32297,31413,28860,14073,27600,15036,31250,20824,2014
21219,27500,32279,34202,32330,21316,38750,26852,33807,14063,23155,"2,500-",37984,27105,2014
21221,52866,38516,35868,44167,22939,45357,76523,26808,41815,32246,18534,27317,23676,2014
21223,33542,45446,48382,33403,21324,48125,72697,35234,24181,31453,NA,29792,19451,2014
21225,30700,35750,33750,21857,11289,25875,NA,27647,25833,24268,30083,29821,23333,2014
21227,20811,31715,40103,37022,20564,40404,26232,31155,31884,28061,10938,46048,19393,2014
21229,23798,22340,34475,43750,16645,38100,12083,29226,28864,26161,4635,37321,19055,2014
21231,20039,26250,25621,27180,17200,40372,29881,20601,28274,25289,3750,31857,24167,2014
21233,26585,30662,29034,26211,16313,36705,19886,18875,29286,28173,24952,32143,21667,2014
21235,100368,23924,29115,30233,20858,38485,13167,29279,38841,20299,3750,40216,15388,2014
21237,4485,40625,36691,NA,14500,30104,NA,51349,NA,21014,NA,26940,14457,2014
21239,22212,32450,48153,45417,18012,65714,41389,33625,50227,37178,18487,42892,29408,2014
22001,22389,36563,35529,34972,18911,47633,36875,26232,48375,21391,35165,31474,21538,2014
22003,35174,39042,33304,37396,17415,47951,36192,33125,45000,33524,24688,38790,36646,2014
22005,23884,46552,71350,62750,20352,57824,43387,46816,51640,37717,30323,48982,33006,2014
22007,40000,47829,71042,32426,15938,52500,50000,40250,36051,25417,18269,26824,14537,2014
22009,43403,40544,34213,32127,17026,42545,38000,25064,31042,25007,17424,38644,16027,2014
22011,38393,33792,60170,50408,16803,52277,21731,31688,33485,24495,37969,40352,20048,2014
22013,45806,40585,40179,45114,15417,55500,30625,34044,43750,32045,27031,28814,16310,2014
22015,43098,33791,43850,38002,20596,61093,36620,37865,46329,37164,24977,47120,21899,2014
22017,26838,30047,41743,39601,21137,44198,33955,33750,47724,33509,21202,46536,22672,2014
22019,31863,38046,68578,40060,18803,53984,34818,32298,42103,29975,20477,38508,23080,2014
22021,39375,36571,22153,52083,16950,41250,52723,25500,49018,25030,15795,23964,14107,2014
22023,12422,39913,80417,62740,20387,62574,9300,33750,33776,37096,9265,37083,22743,2014
22025,14115,31486,35156,48500,16788,30313,16167,15833,52083,30870,NA,29194,14632,2014
22027,37778,26218,26500,45469,14883,52396,43021,39400,54375,20204,26630,41290,15192,2014
22029,30633,25765,34574,55816,17623,24071,17455,30560,38375,23863,20556,31742,15117,2014
22031,26250,37301,35769,43231,12384,46473,17054,33582,26844,29197,38625,42862,15579,2014
22033,21467,34739,54240,44337,20135,43841,33230,39393,51144,32747,14599,46722,21889,2014
22035,21591,30536,20500,NA,13933,35625,NA,48571,NA,16614,10625,27070,25313,2014
22037,22212,41284,41424,36818,17596,45500,75341,35125,30804,25607,29750,47083,14750,2014
22039,25324,40409,44643,38646,16506,32614,43102,27351,30714,24088,25833,25476,19654,2014
22041,20057,33801,30231,40526,16181,29176,17250,33611,38750,24207,"2,500-",31392,26809,2014
22043,38000,34586,43750,33469,20921,43777,30703,26505,39526,26937,5060,30652,26889,2014
22045,22416,31571,41605,30063,19781,34534,21071,34435,42083,25991,16771,33125,21006,2014
22047,32686,33775,54554,39485,22022,51716,35758,27043,44107,25060,11080,36696,23321,2014
22049,32695,21667,50236,24013,14623,50827,7383,30066,22396,26272,28750,31905,18403,2014
22051,17938,31576,45402,41331,22446,42217,41229,38832,52670,36643,22478,42806,23929,2014
22053,43672,33611,53370,42368,17118,42244,47798,26167,24861,34217,21231,36422,16513,2014
22055,25766,31684,45062,46739,21760,43499,34101,37421,49704,34655,23189,45848,19070,2014
22057,31902,38259,50645,41439,19107,46450,53333,35239,50024,31306,16585,40074,22188,2014
22059,36324,52026,66607,62019,25139,39738,35912,30000,20781,24519,NA,27000,25795,2014
22061,17300,35542,32464,43477,13934,54745,32318,37557,25233,22413,12321,36061,12453,2014
22063,35784,44175,60477,36706,22696,60998,51483,46621,48019,35208,15734,45321,22795,2014
22065,26346,25489,56250,35156,12708,34808,21875,29000,28843,22273,23482,31007,18966,2014
22067,26893,41540,24141,27167,20290,30515,33372,27750,33409,25049,24519,26806,15543,2014
22069,45163,32125,28528,50222,17091,32886,25819,25436,45909,25608,15283,33315,14219,2014
22071,25492,31848,40394,44491,19956,37321,41404,40899,54101,36424,23275,49069,21664,2014
22073,30331,35777,42352,43074,20036,43173,41711,30357,36888,30529,9435,42785,21019,2014
22075,31083,39464,72292,45583,25341,51269,81875,46116,38869,35233,22202,41280,26250,2014
22077,28406,41084,50508,33646,21125,44769,34479,31613,46429,29297,9647,40769,25792,2014
22079,32958,33608,38559,41568,19140,41176,32841,38948,34433,30397,23281,46528,19462,2014
22081,36875,46705,44306,42083,27448,40066,NA,22941,23646,27083,"2,500-",32083,20208,2014
22083,30651,31786,37151,40493,19815,44286,50298,26814,40404,20341,16848,37929,22500,2014
22085,36458,31806,40972,29405,16958,41014,34118,33398,42697,26926,32679,34096,19500,2014
22087,22476,31787,46176,39612,24067,39043,41944,40057,46840,33178,24403,47675,25451,2014
22089,28431,40719,61037,53113,23042,51045,46029,34497,46886,35265,17281,47083,21814,2014
22091,13942,54508,38021,30087,17127,57072,12656,40286,36477,17181,9234,30990,30278,2014
22093,25398,46746,72100,49091,17048,46228,NA,36406,60469,31032,20662,42188,15086,2014
22095,21908,36755,53578,39554,19221,58473,33750,34826,48523,32322,19201,50436,31875,2014
22097,32222,42158,35720,43879,20308,41856,20833,32313,39375,24880,18434,31771,21086,2014
22099,21176,39391,30659,30000,20590,52148,27361,30633,48618,28193,16141,30898,21271,2014
22101,27188,39556,49602,38565,18303,56691,37321,38508,37303,30334,19226,34856,21269,2014
22103,23858,35251,57607,51687,21179,54758,46161,46349,53684,40931,20074,52522,24467,2014
22105,12454,41015,43202,38786,20295,41701,41897,37409,46347,28205,15572,39515,19922,2014
22107,24063,20000,34464,27566,15611,43542,NA,37778,21750,16544,24688,18710,18636,2014
22109,20071,41806,42371,44172,21463,41040,31970,34881,44762,29434,14282,35219,24333,2014
22111,30281,31775,36786,29167,14498,42020,45192,35793,31659,24657,11875,24519,21915,2014
22113,30250,35296,44621,28421,17194,42954,47569,32647,35217,25052,17321,38722,20425,2014
22115,35833,33333,45099,37109,16981,30645,32500,26402,45000,30265,17407,39484,22403,2014
22117,17218,29063,51304,17083,16871,36767,62031,32773,51757,22769,10000,35255,23704,2014
22119,31618,41515,37951,40115,16168,37656,27292,27314,32833,31715,16930,30718,17410,2014
22121,NA,32625,62045,45694,19081,48409,26959,27535,49098,30259,20677,44583,17260,2014
22123,28354,15774,37604,21944,17645,47054,33698,23036,82955,24659,10760,34212,21797,2014
22125,14803,36354,66217,66250,12143,81607,84318,46500,42188,33177,26538,47296,25804,2014
22127,47153,33676,45417,38269,16806,61458,102708,31861,65188,24531,NA,20179,16953,2014
23001,25547,33757,47221,31184,24892,44734,36761,35196,38189,30030,7750,50263,20970,2014
23003,26250,26737,34792,40873,19184,36609,23750,31209,35862,26795,12386,42366,22237,2014
23005,23730,35900,47934,45336,23836,46146,44534,51966,51782,36224,20724,48088,22203,2014
23007,27569,31464,40224,38661,19303,41250,26310,31923,31477,27252,19375,31806,13616,2014
23009,29704,31136,42708,32763,20713,38063,40260,36105,42778,31427,20318,40179,21929,2014
23011,25174,32946,44206,35656,22622,42826,36914,34488,44750,33235,17829,42907,22761,2014
23013,31482,33063,33494,36250,20970,46563,26136,36213,35250,31878,33125,41118,22361,2014
23015,20011,30454,43418,33661,17105,38646,34167,33810,39028,32355,13182,41838,21128,2014
23017,19417,31773,41131,34464,17063,34349,41198,30279,32986,29946,20625,37736,16701,2014
23019,32262,35386,40116,39652,18888,41140,31932,37724,40686,31680,19755,41871,25507,2014
23021,27422,31583,30156,46579,16680,38750,38421,30813,25781,27299,27813,41438,18787,2014
23023,19773,32429,52145,46964,23042,46574,37188,49306,45632,31846,22132,44172,19523,2014
23025,25829,32078,34804,37557,19575,37366,31813,27351,46356,29232,12685,43769,17885,2014
23027,20893,31114,29763,33942,21213,47000,32237,38056,35329,32407,11471,42470,17593,2014
23029,24207,29531,37063,27137,20015,29457,20750,32727,26406,27308,9000,43798,20660,2014
23031,23828,33968,48805,41909,20047,46133,42717,42763,49565,31796,19955,48830,25246,2014
24001,9167,31844,36414,34861,14277,48617,21371,36291,30691,29888,13388,44697,16560,2014
24003,35511,46409,64050,53057,25223,50845,65790,53091,82152,46983,22969,78890,31537,2014
24005,21915,42736,51252,48745,25522,47081,50341,51270,64526,44902,21428,62351,26300,2014
24009,10333,53977,55085,64150,27645,67250,60938,45599,71891,47063,20829,85961,43818,2014
24011,30714,43477,31181,36113,24464,44741,40417,32382,43750,29616,3417,56413,25236,2014
24013,26797,50568,59700,55110,25788,53120,52097,62939,71499,42184,18198,76917,24082,2014
24015,19358,49674,56813,45056,21948,51807,47379,51327,55968,37388,21966,67383,28227,2014
24017,26146,49384,50321,44514,25459,54512,61809,58144,75669,46618,39453,83128,40560,2014
24019,37933,34640,30531,23333,17308,37111,38929,42788,51989,35887,11434,44139,29800,2014
24021,30121,50257,59199,54613,23825,53772,56238,50891,75570,40245,22938,82202,36640,2014
24023,22109,33208,36055,22353,16073,41824,24868,23536,45913,33508,15081,42482,22448,2014
24025,17699,47148,58115,44198,23520,51692,46893,57620,72466,43421,11885,75405,29722,2014
24027,20822,51909,75795,55037,26296,54443,67062,63898,94050,55791,20803,98556,30199,2014
24029,28432,45665,40455,34167,19949,65417,21117,48906,41058,27466,13516,49286,30921,2014
24031,21212,37134,70207,50535,23938,42232,73445,65253,86676,46833,24123,100214,31758,2014
24033,18906,35139,45692,40504,22771,48991,56561,46351,69722,39975,20169,76479,32179,2014
24035,22159,54325,65574,60625,25610,49844,69135,41536,75284,42139,17847,73750,33832,2014
24037,34291,50105,72593,43444,22081,67541,33438,42500,75109,36163,30240,88110,27198,2014
24039,27178,37798,33333,23555,20815,36333,14722,35750,38657,24023,15000,43358,25025,2014
24041,26521,37260,35363,48311,23701,50391,36522,45833,46734,41050,22500,64875,25121,2014
24043,25625,40734,43724,39182,22229,43558,30504,37566,58090,35899,10529,55661,25459,2014
24045,39773,36862,35234,47510,20459,47649,32619,33984,52439,36967,11641,52202,23660,2014
24047,33611,36300,44031,43950,20378,42400,52788,40666,46267,46089,16250,51092,17309,2014
24510,27857,34302,38243,37726,19462,39888,44169,42908,57132,35901,21843,52088,25641,2014
25001,20841,40602,50235,50016,21490,47057,48401,46519,56124,43200,21663,62694,23755,2014
25003,25030,38654,48386,39842,21100,42571,37179,41124,51755,32591,17906,50260,21848,2014
25005,33878,43638,41929,43533,24201,46132,47370,52567,61199,36933,19958,61956,21607,2014
25007,6853,41447,55144,38125,35299,92188,45235,47788,64385,42420,22038,45455,22199,2014
25009,25683,42916,52982,49984,22154,46616,60347,60640,73574,41467,15361,61726,25124,2014
25011,24273,38631,39357,42316,24197,48804,38194,44116,37829,38794,18021,54315,20237,2014
25013,20196,42028,44457,41971,22311,48113,42203,51266,50821,35587,15264,55807,23568,2014
25015,16958,42444,46881,47446,17260,48889,36414,49044,49714,32465,12585,57949,20818,2014
25017,21265,46069,72081,55109,25524,47455,65858,63298,80516,45058,21633,64835,27710,2014
25019,30417,51458,43158,28859,44631,77386,32358,60938,47045,42039,21359,60288,40854,2014
25021,25375,51737,64416,59717,28516,52774,63955,66635,78300,50626,17283,65980,28678,2014
25023,30398,48539,50787,50289,25872,54324,57254,62889,67650,41962,20537,65466,25225,2014
25025,31548,35975,45122,38315,20981,36844,51612,61301,65516,38917,23342,57939,25407,2014
25027,15703,45557,53065,50191,23930,46860,59494,51469,67460,39313,12407,60651,25253,2014
26001,19231,35250,29609,52639,15887,41875,26250,25875,50625,24593,14792,35972,16250,2014
26003,27917,33750,40764,52679,21875,20069,36250,29643,48750,26667,25948,48750,13611,2014
26005,25329,40221,41548,40750,18257,45403,32661,31378,50824,28977,19460,50610,20365,2014
26007,13261,30920,41750,40478,17197,34239,35972,25000,34063,30791,16875,40575,20890,2014
26009,13452,30033,36408,45114,16175,36304,31625,31914,34464,27679,21313,36815,22097,2014
26011,23550,33894,32481,25341,20709,39871,32679,26667,30893,25607,20952,37083,18029,2014
26013,36250,41429,36109,8750,20057,41250,41458,25536,26964,30197,31000,44152,20750,2014
26015,26193,37468,43182,39455,16178,42466,26023,35643,45278,31305,16612,47008,22076,2014
26017,38281,38413,43744,33100,19529,45409,35967,35170,36830,31830,11685,46458,19163,2014
26019,20682,31618,30633,19853,16436,44236,23333,29242,37647,35192,16745,48611,22656,2014
26021,15493,36963,40466,34267,17459,54369,36985,34710,43643,28307,20240,42432,19629,2014
26023,21903,25723,33116,36250,23211,44175,16458,32232,32833,30385,20638,52555,18241,2014
26025,18556,34955,38304,37108,20140,44399,20446,34380,44183,30251,20952,53924,18616,2014
26027,21650,39706,38614,50132,22715,50529,35769,30086,31319,30738,21556,39531,24078,2014
26029,18333,32121,39435,30357,17359,41100,24063,33995,34063,29842,16793,41071,18250,2014
26031,12109,25323,27131,43409,19955,38125,36250,28155,26563,28490,27355,41494,19196,2014
26033,20000,30256,28773,42875,16264,41500,26277,23578,28438,26211,20635,51535,16848,2014
26035,20556,31483,36829,28276,19568,30362,18833,26451,36563,23112,25075,44402,14624,2014
26037,25872,41546,48239,47574,20023,43787,31801,48313,44891,39910,7813,53553,21875,2014
26039,46055,23281,30549,39531,18462,48750,38636,27120,32222,29815,10724,43194,23333,2014
26041,33158,30365,50648,36111,17089,40234,22596,29152,22917,28421,25152,49491,19395,2014
26043,29500,48542,40230,27009,18878,40542,34292,30223,41435,32965,20571,53906,22841,2014
26045,21319,40130,44486,40114,20053,43854,43056,48440,47007,32275,16049,55422,22500,2014
26047,16364,32367,35900,39722,19413,36538,34167,31019,43125,35508,20800,42950,21250,2014
26049,16042,38136,44774,31665,17092,40313,35437,34523,43038,32352,11776,50666,17970,2014
26051,25450,35260,36197,35610,14604,37431,12321,32614,30750,27127,17083,34239,14375,2014
26053,44352,23520,26024,27083,16454,36655,33750,22353,35893,30227,12500,45052,21116,2014
26055,11827,34608,39082,45302,17604,43438,36013,39347,44180,32998,18981,41391,24401,2014
26057,26295,40682,31857,36103,21924,44173,22500,25625,25682,26532,12634,46981,17647,2014
26059,22241,30991,34512,35694,19667,42500,12500,31477,31275,28410,5699,45130,17070,2014
26061,25268,29145,25915,35714,15016,43810,24500,28882,37784,27524,6932,46052,14792,2014
26063,27746,31088,34026,35655,17202,37198,30917,27125,31053,26905,13889,34769,18306,2014
26065,18119,31989,37793,34759,16710,33510,29472,39828,42193,28418,9440,53369,23814,2014
26067,21849,30543,36019,38015,20035,45000,28264,37637,36510,29194,11500,51075,18468,2014
26069,22632,25806,29129,16250,16915,36250,33125,24814,30313,27627,8203,32730,22188,2014
26071,33214,28500,30758,33472,14191,39375,20750,23750,36250,27055,21576,29583,20694,2014
26073,21374,29137,33924,45833,13131,34526,16615,24115,25922,22986,18431,41000,16660,2014
26075,21645,33557,40030,36860,17655,52654,34896,31908,40719,34951,24018,51686,20600,2014
26077,33066,33590,48973,37488,15133,43772,36306,35435,44076,31193,13254,46609,19482,2014
26079,19464,30396,29096,42188,18339,41908,25000,31318,43750,25734,18145,34567,22656,2014
26081,16809,36689,37846,40313,20707,40734,41808,40421,48078,32383,15338,51011,21608,2014
26083,27045,37750,40547,NA,19750,46875,NA,31750,48333,34038,5750,42875,13438,2014
26085,19375,27938,31750,28250,19375,33281,20000,23500,18125,24075,11719,21902,15000,2014
26087,14327,35876,46667,36492,20115,43588,30809,31828,40110,31245,12500,44223,16564,2014
26089,15625,34250,50114,22262,17284,32333,43359,50500,50917,30428,20929,39000,20417,2014
26091,23707,35926,41006,42788,16508,46915,32703,34326,39127,29088,21250,48732,19182,2014
26093,30185,44066,63352,60994,19331,52944,45278,49494,63750,41991,10372,61816,21338,2014
26095,31518,25500,40865,27292,17019,40347,NA,30852,25500,29063,3846,51351,28125,2014
26097,18523,28370,27917,29063,20337,31779,14327,25962,38750,28257,23773,48631,16836,2014
26099,21394,38286,53215,42964,20402,43472,43616,41815,50561,33248,19114,60477,24093,2014
26101,18108,26298,41250,31250,18813,38315,33676,28859,28355,28095,23506,50000,13036,2014
26103,28333,39076,33764,40417,13904,49746,29636,29750,33000,27717,18099,44396,18545,2014
26105,16625,28470,33110,28352,18125,46328,23929,31981,32857,31221,8287,43981,20303,2014
26107,21087,39041,35110,39091,13280,40975,11397,24722,32891,24211,9707,36625,17500,2014
26109,25179,36688,41177,46131,16977,40800,25313,24788,30357,24744,17200,33125,23750,2014
26111,11500,38630,64583,32727,17989,45417,36042,33500,42234,30357,17357,46750,20578,2014
26113,28348,32243,32601,33813,17372,35972,26705,28750,34792,23802,11607,41250,15179,2014
26115,25398,47134,54439,31933,20582,50119,38420,37215,54965,33732,7148,53769,20828,2014
26117,21898,29714,36078,35234,16897,36691,29076,29531,31936,26758,23906,46318,19671,2014
26119,18125,33281,33261,41719,16714,55865,4063,30476,16071,20750,21656,25000,10789,2014
26121,18932,34284,38281,41587,16007,45089,32083,36394,34551,28200,10833,53264,20885,2014
26123,19955,32373,37290,35417,16596,44926,17500,27369,35050,31417,11250,44647,17622,2014
26125,17538,39364,73810,53010,22884,47369,49529,52023,63013,41307,17809,58189,23232,2014
26127,14881,24526,34261,30500,20122,41793,22500,23836,26125,26655,10795,39079,16344,2014
26129,20240,26850,33209,30938,19156,36250,43125,32898,31181,26724,14444,32750,15152,2014
26131,30536,28393,33438,16406,18083,37000,26250,33750,29375,29085,25278,41779,16734,2014
26133,19250,25929,31188,32656,18913,44063,26250,22422,32917,29517,"2,500-",39559,16250,2014
26135,17750,31103,29716,55625,20208,45735,12500,17917,15556,20398,10500,27143,23068,2014
26137,29375,32083,31009,38381,19142,43269,39318,32903,49464,33133,20200,44744,19648,2014
26139,17363,39464,40626,42500,16619,43176,35625,37184,49109,30641,10920,52610,21163,2014
26141,20819,35375,34125,39583,18087,34292,26875,31964,27212,31429,25063,41250,14241,2014
26143,32750,27619,28811,20750,17126,34821,42250,23274,27426,29227,7450,42969,14524,2014
26145,19000,41178,42780,38301,18687,42937,38141,39890,42070,27895,13464,44748,21352,2014
26147,21234,40997,43710,42708,17307,50579,48892,30962,36629,30756,9816,52645,22075,2014
26149,30485,34318,35507,33625,19479,39609,24904,28750,33063,29795,6399,43922,22712,2014
26151,24233,37588,33707,31875,16584,42944,34063,30000,29375,25707,21172,34342,18630,2014
26153,29464,30170,46667,NA,15078,37917,NA,31406,33125,30625,18523,40700,23616,2014
26155,22656,36712,40108,42938,19322,42982,27833,32403,42353,31072,16548,49667,21250,2014
26157,22557,32750,37445,33194,17534,42304,36111,24732,27361,28730,13558,41858,18050,2014
26159,15960,35174,40526,31010,19225,48534,35735,32158,47639,32383,6321,52541,19783,2014
26161,17083,33190,66795,50682,18188,50284,40836,42437,60985,38691,12681,53716,25049,2014
26163,19746,34513,49882,37836,18740,40592,41855,40013,49985,31739,18561,51652,20379,2014
26165,23194,35684,29793,33929,19529,40604,24063,32733,45703,28599,15205,42667,22005,2014
27001,21000,37566,34234,38750,17154,40662,34250,31750,51250,26062,29167,46366,19405,2014
27003,21667,45618,50436,48981,25704,48183,51531,51028,57106,38207,15886,56285,28685,2014
27005,30052,37361,35485,44722,20392,42284,36005,44934,43079,29829,22083,48083,24362,2014
27007,27009,41115,29055,37045,17634,38894,39444,31371,27500,28148,20387,40505,22500,2014
27009,31429,41115,37431,33587,26985,48575,41406,35443,48594,31526,5913,42689,27699,2014
27011,34792,32083,36563,41406,22727,42500,16667,25781,17188,30471,3750,51458,21406,2014
27013,34511,37180,35928,38938,15688,46435,29275,39821,42310,26037,9583,44583,23498,2014
27015,36875,40707,38394,41898,14490,43071,31250,40625,35682,24609,7986,44688,24107,2014
27017,27035,41607,50763,39219,23031,48301,29583,36209,52574,30561,26378,45495,18224,2014
27019,32207,41790,59587,61817,27896,51697,57484,66222,66944,37304,21515,57569,27369,2014
27021,27308,32425,34349,27159,21875,40761,31417,34474,43958,26541,25530,41336,23375,2014
27023,31875,43500,33016,38750,20536,36705,50592,35227,50625,23967,15500,45417,26212,2014
27025,30357,45283,47463,47465,23542,52100,55250,46065,53269,35702,12831,56132,22184,2014
27027,31346,41907,40148,43598,18998,44712,30455,38185,36682,28239,10932,49561,20776,2014
27029,31625,43095,31714,32361,14938,58438,46750,29375,33125,27118,18125,40500,20000,2014
27031,49205,34048,35208,38618,14583,50917,42875,36250,51500,39875,41000,43750,18984,2014
27033,41438,40493,31333,40781,19946,37417,21250,30000,28973,21673,20125,40179,22188,2014
27035,26829,40952,32992,34683,19483,46123,35927,34523,47692,30897,22354,45462,21045,2014
27037,31826,43894,54197,53713,26552,48283,60458,54320,64971,39330,26324,60392,25803,2014
27039,36731,48623,44403,48000,20130,51591,31957,40781,53438,41587,6953,49792,27420,2014
27041,32417,40903,39698,39808,20932,42552,31422,39141,44280,30180,20842,47159,26359,2014
27043,38929,34263,32731,37941,20855,40580,28636,37159,31190,25145,20125,42829,26027,2014
27045,31318,35139,34425,42266,22055,42760,27500,33348,49659,35288,14432,43750,21711,2014
27047,36944,38286,35580,41250,17783,47500,20972,36550,36250,30361,24038,47277,23553,2014
27049,28182,46773,40500,41891,21404,51525,39870,45766,48478,35803,30818,51522,25758,2014
27051,41696,41513,31518,47188,25583,39653,49375,27625,36513,29922,23750,42500,16500,2014
27053,36189,40288,52869,52353,28709,42799,51449,56725,63188,37549,21668,56278,27457,2014
27055,26944,41111,35556,41050,28421,50859,37917,40859,39844,31898,25909,55938,20682,2014
27057,31838,33233,33882,35625,19960,39375,31111,36250,41932,31591,18036,46949,23150,2014
27059,21250,39431,44839,33971,20570,43713,24213,41831,51026,35078,16912,50394,30921,2014
27061,37607,40802,37721,42857,18236,51172,11927,34761,23710,26593,11986,44816,30237,2014
27063,40667,33309,36783,41071,20021,60227,26875,34671,46111,27359,25625,32386,21083,2014
27065,25200,43816,36048,28672,17007,39653,16506,37404,38846,27214,19352,49485,34500,2014
27067,28962,40061,31844,41343,22433,44844,33000,40705,43973,28341,11842,47060,24226,2014
27069,43958,36250,37609,40417,17750,41042,34375,36500,34583,21699,10500,58750,11071,2014
27071,36118,40167,60867,28750,13581,34833,40417,27984,42109,24386,42292,52121,20684,2014
27073,44934,31534,35741,41250,25150,38224,41250,34375,31875,26930,16250,38750,24659,2014
27075,49688,34524,47500,27315,16500,64313,19333,36201,28750,30833,18750,52100,19875,2014
27077,14044,43929,32450,41688,25238,50208,5625,38906,NA,31618,12500,57679,22279,2014
27079,30637,43945,39721,45586,26584,44519,50284,42656,44821,30762,24545,51014,26643,2014
27081,33125,35882,40163,35208,24107,50446,14318,34750,24375,25680,27500,40104,20313,2014
27083,30025,36111,30344,37594,23676,49185,45573,34844,54250,25779,12109,42630,25179,2014
27085,26772,32955,42183,39826,20712,48611,31959,37192,49583,30521,30694,45086,26713,2014
27087,37500,34375,33750,26250,20625,39271,43333,32917,22500,25085,23403,34028,18750,2014
27089,40284,40069,34167,32356,26667,54261,32500,40234,29063,33062,6875,48000,28750,2014
27091,38182,35568,32828,33080,18478,51208,30250,35500,34327,26699,14500,45184,30377,2014
27093,31176,42379,40727,43333,23893,41563,32813,38182,41146,25566,17870,43929,22059,2014
27095,24293,40824,38937,35511,21102,39617,28750,37417,50331,30000,21781,42865,21165,2014
27097,26589,42321,32256,40000,18250,44697,36739,38021,26701,30858,22647,49250,21567,2014
27099,31295,40438,35578,43125,18993,50290,22578,35625,40234,30167,9303,45990,25213,2014
27101,36953,40048,32738,39125,19375,45962,41875,35735,33558,27335,16250,44643,21696,2014
27103,35761,40269,36986,48375,26964,40641,34048,39315,41045,26978,15571,42598,25139,2014
27105,35907,30333,31914,37143,20330,41635,24559,34207,29167,25590,30197,48000,27188,2014
27107,39688,29643,35050,40625,22083,41328,27059,34250,36136,27679,25000,34167,25536,2014
27109,31682,37955,45963,47872,19762,41420,32452,41078,64868,48344,12454,52366,25606,2014
27111,29314,36442,33155,41780,21536,50000,35769,33768,40592,28828,16838,49625,24243,2014
27113,35000,32422,32287,31854,16885,48500,35380,33889,28750,30684,29250,52981,20380,2014
27115,23152,38824,32500,36667,20441,44567,35833,30426,35000,27041,21574,45064,23516,2014
27117,32768,36786,29076,30625,25288,36923,33438,33490,35694,30764,22500,45694,30750,2014
27119,37165,39007,37045,39844,23769,55690,29792,40069,43300,30440,17308,44091,22727,2014
27121,34219,45375,38651,38487,20977,41750,38750,38750,31750,25061,4643,47639,15417,2014
27123,31021,35501,44479,41241,21513,41148,44450,48182,54928,35071,21822,54461,25971,2014
27125,26964,30962,30859,34236,26250,45000,46563,26750,27917,32614,34167,37344,21250,2014
27127,41705,40143,31265,39191,21610,37336,26667,40114,36875,25556,20147,40795,31513,2014
27129,39567,40000,39768,42560,22171,41523,34250,40833,40662,24173,19306,37656,20530,2014
27131,33841,40016,45391,44375,19362,46746,45096,44947,48775,18489,15000,51506,28106,2014
