fips,agriculture,construction,manufacturing,wholesale_trade,retail_trade,transport_warehouse_utilities,information,finance_insurance_realestate,prof_scientific_waste,edu_health,arts_recreation,public_admin,other,year
16061,31827,30625,29554,28438,15197,36354,15972,38250,30625,19250,7143,30500,20341,2010
16063,23448,32371,41964,62893,22917,36985,6563,14375,21765,20658,NA,36500,15714,2010
16065,22212,20841,22108,11898,12606,29321,11250,22760,13417,10094,5318,30985,10417,2010
16067,26000,27639,28510,39315,27500,31569,30662,26685,21771,21050,3125,32241,19375,2010
16069,33750,30868,43360,34815,22412,40246,17375,29929,30179,24840,14167,39695,18654,2010
16071,26083,30855,42422,32000,6731,57857,12500,15119,37794,12679,"2,500-",26420,26597,2010
16073,24931,29040,32591,32554,15982,29500,26767,29773,42768,22344,12193,29328,15614,2010
16075,22404,34393,30515,25798,20187,44539,21382,36848,26696,24920,4286,48934,18542,2010
16077,30430,41181,33504,32664,26439,32167,32500,40076,11853,23519,17692,31133,50446,2010
16079,37132,31984,23639,24779,17426,28372,30833,18667,28147,26034,8630,33910,24044,2010
16081,13647,27026,19205,42227,23684,24004,30217,42718,40337,29464,29514,38636,32545,2010
16083,23788,30394,30332,35044,21368,34849,23550,35282,29207,28151,15000,38832,17963,2010
16085,22083,24888,34028,50645,30161,56875,105074,36667,34919,44141,11964,43500,12447,2010
16087,23802,30776,22949,35956,21458,49519,42596,23438,37727,21339,"2,500-",35882,28558,2010
17001,24344,30392,37229,34399,17802,39194,32273,27314,31968,26482,12861,51793,20035,2010
17003,12426,27014,37404,30929,14609,42852,23693,26174,44375,21786,NA,51344,23571,2010
17005,25750,34792,37476,37706,16308,35851,25958,43275,57125,25203,55912,47500,36250,2010
17007,22005,46739,40282,35625,20114,43066,48409,34934,47411,35055,19559,47716,20272,2010
17009,25929,32651,27067,25297,20242,54732,NA,31875,50313,26250,21193,47313,26641,2010
17011,25519,37352,37101,33985,23472,41173,32500,27201,39940,26680,7083,45000,21554,2010
17013,25952,39881,42188,34167,21167,47813,29063,27604,38750,26563,18625,43083,35625,2010
17015,31477,35865,35521,24125,17460,41667,22250,23929,36250,24157,20078,41250,13636,2010
17017,31063,32013,29190,28853,14701,45560,26354,27222,21250,26315,8229,34286,16728,2010
17019,35500,41421,35995,40093,17683,39661,32151,32018,40860,28720,9579,45461,21574,2010
17021,31328,31238,33105,33355,17045,48207,24625,31127,34471,21990,15208,42543,23201,2010
17023,26435,35372,32274,36250,16473,41424,24089,26969,24886,30801,11181,38659,17981,2010
17025,15547,26699,32804,32688,23932,40326,5375,31509,25962,22400,4018,42459,16364,2010
17027,26806,37628,34868,38621,25551,44509,45000,31875,41534,29356,6458,53417,25121,2010
17029,26667,31417,33031,37832,11877,34254,28652,27928,34461,23307,5894,42545,13531,2010
17031,26965,39881,36816,40906,21288,41045,46907,49875,58935,36144,20942,58610,25109,2010
17033,26250,27057,36661,28015,17058,38375,18563,27639,19688,27371,22500,52200,15170,2010
17035,55875,27750,33036,31172,10610,39837,31071,40871,27250,23600,9583,38011,21563,2010
17037,32318,46583,39735,43232,17151,45701,32599,35171,38820,28473,15841,47227,18517,2010
17039,29861,36856,40602,33319,21212,50669,21058,42351,23941,26402,10547,43879,17031,2010
17041,33750,33269,34667,40245,20833,44286,27315,31181,35278,30127,10714,27760,21694,2010
17043,35129,49824,52349,47959,24048,48791,58353,59090,67869,40132,15805,62597,26080,2010
17045,30807,32065,33866,47788,21619,39758,34375,28543,68125,27041,"2,500-",31328,22604,2010
17047,24107,42228,31433,32375,21250,45000,15417,34091,45278,31047,20568,8438,16458,2010
17049,24750,33664,34158,31478,21038,41232,31700,33609,30938,29358,8672,52206,18452,2010
17051,32917,27813,29651,30536,19243,40060,30521,23806,51438,25964,38871,41458,19120,2010
17053,25750,34808,34382,43958,14965,45167,25352,35350,38875,28765,9038,49167,21458,2010
17055,26667,31714,32403,38031,18692,35167,16875,30141,25515,22426,21771,41921,16389,2010
17057,25662,40938,36801,37500,19838,41307,27788,32344,31750,26905,14192,44306,14853,2010
17059,26691,63750,28594,32308,21181,30573,28958,23935,30000,23523,"2,500-",22207,14375,2010
17061,28684,27907,32382,35789,20268,52518,32188,28929,50461,24181,15560,39609,21134,2010
17063,31458,62423,51462,51328,25636,51129,41447,32917,38311,35319,22250,51625,21585,2010
17065,12054,31075,41275,31500,16361,52604,29583,24107,"2,500-",19858,"2,500-",21442,39318,2010
17067,28906,30784,35054,32847,17894,42692,17404,30208,28864,25500,18424,36583,21217,2010
17069,70764,23542,28281,90481,14663,32500,4250,75357,NA,20987,NA,44000,11736,2010
17071,26742,35349,35345,43625,14375,44191,15962,32396,56250,30547,13000,24653,21750,2010
17073,32271,35936,38138,34527,18148,41309,30813,34844,40662,28870,12872,51328,16931,2010
17075,34554,40294,32071,34016,21596,47287,28942,31154,31316,27547,12188,34750,19858,2010
17077,25568,28661,26755,32351,14695,34812,27589,30313,38750,21864,9883,49457,16628,2010
17079,32219,30039,29048,32083,13958,48519,11250,24250,31694,24813,"2,500-",32361,22000,2010
17081,24716,30223,41390,27386,22692,32932,20139,26902,34063,29800,17083,44025,21793,2010
17083,18125,32481,44206,29322,25466,49526,23125,37574,38472,27021,10000,53565,14125,2010
17085,23750,34618,33240,24716,20240,43559,28257,35000,40298,26893,9940,37647,18475,2010
17087,25833,33456,31250,37019,19074,48015,32031,21350,31250,21857,36000,53667,12750,2010
17089,25886,41984,41240,44578,22076,48953,56573,46776,57919,35223,21280,55462,25247,2010
17091,23558,45526,42304,37723,20193,45044,40202,32130,44189,30407,13284,50875,21718,2010
17093,43947,54311,51433,47956,29949,55994,53716,51634,60360,39218,16980,62395,29026,2010
17095,24946,33384,36782,24153,18131,52136,29722,28495,34167,22677,11216,45294,16197,2010
17097,26747,46924,53689,55448,24996,47461,52184,62299,72129,37567,13784,58307,25503,2010
17099,28824,45252,40550,41552,21530,47695,30507,30121,37938,27056,12400,51177,25652,2010
17101,31944,30500,35897,36272,20164,35169,30766,25313,80833,22578,32679,42396,18889,2010
17103,21298,44231,36641,27822,23688,45815,32083,35335,31750,24686,11434,50747,18828,2010
17105,33750,40406,41360,40650,17370,40735,25650,34021,40625,26702,15000,48563,25524,2010
17107,40674,36744,38574,40365,19037,40677,32072,33693,51250,26678,26000,48542,19397,2010
17109,23500,15069,35594,32639,11750,44659,25313,20660,23558,24059,4588,46054,14957,2010
17111,22051,51076,50584,54424,26587,53234,55295,51139,58269,35983,18521,60677,26698,2010
17113,45685,37258,44175,45552,18551,43895,40074,55948,50737,28348,8323,44565,20819,2010
17115,45852,37464,45275,37790,20723,45135,26036,31172,43404,29851,9792,44621,25851,2010
17117,29522,35469,46806,36389,16274,44375,37639,29335,40792,25937,16103,42587,24449,2010
17119,30906,41793,50589,41261,20153,41110,46037,36243,45052,30029,21101,50021,24708,2010
17121,17430,32650,31433,31250,18119,43571,26103,26471,30897,23600,4946,46414,14469,2010
17123,47625,34667,42000,44545,20799,37946,27639,31230,21250,20693,14688,42727,22438,2010
17125,33654,42292,40078,30142,16667,39677,12054,25859,41176,30927,14297,32167,10795,2010
17127,43162,34844,47734,45278,20478,51224,31989,27434,18021,23610,27266,39630,19567,2010
17129,28000,35573,30184,33802,20838,37083,28750,34662,37656,29076,6429,58482,26736,2010
17131,31985,41480,40808,34063,18201,42450,22167,28672,39271,25818,26313,50792,15156,2010
17133,28618,43322,51927,44242,26731,53615,80245,38431,47845,40749,24167,63750,26150,2010
17135,30714,28923,34867,26776,17606,38091,26875,30511,31154,24375,13750,49250,23194,2010
17137,31711,31225,35184,34263,19078,41853,23375,34725,48311,27751,7679,49099,20911,2010
17139,26523,45845,36324,40781,20704,41895,37750,24974,36944,26013,6583,36205,20189,2010
17141,30594,45729,40939,39834,20114,48008,22679,27354,31679,29450,13813,50448,20214,2010
17143,26841,40758,51153,40739,21027,41718,35802,37263,51604,29368,19042,48187,21817,2010
17145,32202,40739,32500,40000,16129,38527,18750,24219,21875,24423,11000,50417,15488,2010
17147,41830,40878,45945,30594,14545,49559,32750,32865,52083,31844,4265,46250,19688,2010
17149,26149,31542,31595,30833,16203,45703,12750,28839,37596,21690,4125,43073,17150,2010
17151,23438,28750,36058,NA,21250,40647,NA,17500,NA,20737,3241,51462,7857,2010
17153,30463,40833,37625,35156,10667,36250,85625,8125,46053,23955,31250,35595,15972,2010
17155,50962,46125,47070,34688,18773,57946,30357,30673,26125,22332,"2,500-",30139,8750,2010
17157,25988,43010,30326,36316,16508,50254,21339,26219,35714,29383,15260,44543,22557,2010
17159,21515,31328,35316,36045,24650,39313,31771,29669,24028,24483,21458,31133,11893,2010
17161,35425,39729,36848,33869,17247,39793,31496,36399,37283,27554,14349,51571,19119,2010
17163,26630,38635,41427,41717,20203,41985,47452,35011,52450,29730,14055,51261,21739,2010
17165,26375,22169,26339,31673,23103,48910,34784,28068,29375,27000,19531,50608,18224,2010
17167,32822,40093,35572,36003,21214,46594,37758,37558,43829,32057,25660,53361,24838,2010
17169,21875,40062,28889,48125,14797,27222,NA,16250,11731,27151,70733,40286,10000,2010
17171,34356,37216,34875,28438,15446,45921,31250,23438,22200,30121,12500,35875,18438,2010
17173,36081,36475,35862,31310,20208,42460,31269,21472,26357,24947,14712,43918,13420,2010
17175,36250,31964,41020,45625,21250,47009,10893,27237,28875,32042,13750,33500,12813,2010
17177,26250,38316,35043,40542,16738,42582,23750,31094,30030,25257,7188,48125,18601,2010
17179,35417,43386,50832,41473,18008,43716,37635,39100,42267,31009,16583,48875,24036,2010
17181,31875,36593,27069,28021,20163,39345,9635,29702,30956,31772,24444,44856,21667,2010
17183,42926,32118,34077,34948,19694,36074,24399,29550,28472,30314,13292,41694,22418,2010
17185,25230,39554,35216,42188,19548,57750,20577,32361,25441,27500,NA,33068,16364,2010
17187,32708,30904,25448,29260,18167,43438,27708,29559,30357,22569,4914,57000,14673,2010
17189,22090,42609,37077,34943,24167,46750,25000,27202,48065,26747,40769,47308,18750,2010
17191,30313,27500,33446,28553,16955,31250,20417,28824,28712,23556,15956,33313,14474,2010
17193,21293,22066,35579,31042,17500,41082,21563,24821,25250,21299,7292,30625,15025,2010
17195,36136,33815,36033,32079,20939,40725,16458,34781,27292,26854,13155,40577,15566,2010
17197,36146,53336,51213,49814,22819,48324,58037,51914,61476,37494,20308,60921,25807,2010
17199,21359,36565,30705,26793,18428,44711,28848,32578,33052,28097,21544,48162,17500,2010
17201,20375,39542,41889,40043,19013,37635,28569,34995,43476,29085,11362,42826,26201,2010
17203,34051,47682,54825,39632,18853,49263,46953,49063,41111,30822,22788,53214,23878,2010
18001,31400,29753,33926,28438,21393,33112,31071,28646,39917,22438,10750,29464,21298,2010
18003,22483,36109,42092,36338,20149,41762,38361,39657,44779,30845,15689,45307,24217,2010
18005,16012,37252,43695,39259,21087,45568,37946,37695,41337,30528,22379,34360,21556,2010
18007,39402,34000,32559,25938,20855,39167,17667,34375,16667,30353,29875,30000,17330,2010
18009,52891,40083,36558,33750,18708,38400,26477,31182,27692,26824,10104,34327,7442,2010
18011,43077,40813,55859,44410,25885,46583,42384,45756,65101,38250,34132,47601,31429,2010
18013,28958,35947,34534,57734,17174,36681,22130,36786,36452,34115,17083,32670,17891,2010
18015,34408,34223,45315,44444,25682,40536,42566,36429,27386,26656,2727,31552,18125,2010
18017,17625,31849,29942,34583,18269,39088,11544,25976,32135,25719,42500,34419,19509,2010
18019,36538,31290,38322,41786,19036,41370,39568,38088,41408,30342,26667,37867,22030,2010
18021,19545,34345,36784,34219,20898,39620,13603,31279,62989,28721,6667,36875,18750,2010
18023,35000,40580,35607,33112,16278,42313,18102,27596,52000,25283,16429,27500,15800,2010
18025,25819,30750,32021,24125,13785,26737,11908,20511,14236,24554,26000,37750,25291,2010
18027,24231,28500,25638,30227,20799,36085,53684,26852,38688,25438,7679,48514,25461,2010
18029,14583,37253,40200,44150,23406,45735,23750,37832,45189,33906,29725,38512,28482,2010
18031,32547,26153,36750,32375,17600,40497,18750,35035,34479,29157,8696,38164,21176,2010
18033,19918,35547,36431,35417,20061,46250,31216,28056,52228,25938,9118,40094,19792,2010
18035,22295,29850,41216,34803,15083,39716,30822,30454,34097,25949,11183,33072,20804,2010
18037,17650,37500,33238,42988,21566,39943,26442,27218,33580,29105,17054,46719,36629,2010
18039,30871,37864,32975,36404,17383,41535,25648,31238,32240,27354,18787,35934,22360,2010
18041,14231,40841,34625,41563,17365,48750,18667,27598,34875,28622,13214,33750,21500,2010
18043,25368,36040,40535,41495,22530,42369,34531,40199,44366,33082,20529,40000,20783,2010
18045,15357,30718,38042,33750,18125,36736,34583,32321,45074,29844,7292,31938,21250,2010
18047,12708,36154,38934,50201,20611,41250,12000,35208,52692,30890,26292,33354,26328,2010
18049,32969,31056,32650,31791,14778,41477,25478,26505,27404,31036,16875,32171,27137,2010
18051,29833,35818,33149,40716,18285,51039,22007,31118,47000,25875,4205,31261,32625,2010
18053,32885,33542,32706,31429,19826,38651,26675,29873,32880,25188,6779,33324,16806,2010
18055,19630,30275,33673,41218,15641,45385,31250,20309,45329,30726,11449,41743,18333,2010
18057,38906,47907,71174,63168,27643,49409,52137,53917,63929,40139,16618,52005,25880,2010
18059,38125,45027,47176,43730,26434,52694,42308,42817,45948,33468,11493,49291,22345,2010
18061,8656,36773,38358,33881,21929,40139,30722,34744,36069,30132,25750,26117,21795,2010
18063,33714,43931,57325,43738,24930,43826,50177,43250,50909,36292,32788,41609,33078,2010
18065,27589,32668,38764,34063,23214,39420,29350,34309,39609,27122,17868,32411,13804,2010
18067,36250,27781,60823,35272,15743,42198,32253,26865,43992,28341,10617,44563,20661,2010
18069,25938,37550,35023,37386,18914,39375,16861,33922,35491,23013,9485,39345,20135,2010
18071,31101,31281,35436,29699,23642,33208,19492,30676,32159,30016,7443,39250,14191,2010
18073,30184,42351,47604,46793,18559,48657,40536,31000,41458,24509,12413,36838,17825,2010
18075,27955,30319,31386,28750,17348,36827,15417,22961,22500,25050,12266,22194,13514,2010
18077,11914,34375,34483,52760,18936,60219,20066,31250,34048,28064,18804,33026,20216,2010
18079,17969,32375,36388,35000,19973,34907,19474,31442,29545,26071,6818,28482,21146,2010
18081,20945,41112,50869,45078,22409,49896,49449,42461,48236,34117,19688,40857,28571,2010
18083,20600,32007,32088,33813,17500,41875,26445,27467,41458,24259,8869,34500,20176,2010
18085,31682,34090,38940,26458,21146,35250,24735,30150,35815,26209,21174,31915,19919,2010
18087,31154,32294,34922,33409,19089,30655,31354,32754,43095,24652,17188,34653,19101,2010
18089,20985,45006,49573,35853,19162,43639,41235,34225,46325,30708,22139,39561,22308,2010
18091,31130,35360,41493,42019,19164,47568,26016,31423,39709,28784,23180,37313,22244,2010
18093,15417,29882,35978,24196,19650,32404,36719,31536,52892,29329,12019,43611,12699,2010
18095,31729,31964,38844,30664,20734,45008,27702,34751,38500,29502,18261,35363,21030,2010
18097,20724,30955,40134,35443,20934,33463,37591,38309,46689,31730,20377,42499,23375,2010
18099,29408,37200,32617,34543,21069,44291,37857,35882,33438,29023,10278,34922,23854,2010
18101,12500,22083,31328,11528,12170,45172,34048,28295,44028,29375,26146,56176,15096,2010
18103,22232,30458,32416,33700,17246,46276,25385,23325,37500,22435,10804,34818,13910,2010
18105,24444,34794,36941,40684,13428,39688,24757,31270,35818,26727,7157,50455,16365,2010
18107,27128,38103,40186,28199,18597,38510,30904,26546,21042,26008,4844,32847,24118,2010
18109,21709,40209,48190,33063,21583,46009,44583,36667,37538,28892,19394,35844,22988,2010
18111,33542,27193,42000,30977,14583,44563,68220,28221,51048,33750,15417,32153,11725,2010
18113,28875,37396,35494,38458,19704,39958,25321,24681,36572,26301,15588,37095,19700,2010
18115,75139,46848,40179,21458,20000,51149,60556,16630,10417,21908,23688,30735,30217,2010
18117,21944,37817,29983,32143,15588,35729,26313,34129,29018,26546,17969,33585,28456,2010
18119,16458,35875,33659,54609,21528,36065,41944,22880,32895,26592,4063,39006,22847,2010
18121,25455,36438,38383,19055,19797,35208,48750,52083,58661,25337,17833,34563,20143,2010
18123,23914,38271,34899,24850,16886,41250,28750,23750,26932,23427,7132,38170,14740,2010
18125,32500,29643,34578,31806,17887,50057,15000,32813,33906,18642,15804,30395,18611,2010
18127,40278,44375,63974,41318,20296,48513,22190,36250,47989,31474,21429,38863,23864,2010
18129,37750,42484,57667,37438,17279,40500,19286,33894,51875,30223,23229,35625,24947,2010
18131,35966,32528,37926,28342,14983,46172,32045,25762,22895,20566,20536,31011,19375,2010
18133,32051,36068,39207,27473,19426,47746,34375,22670,30938,28415,21429,38341,30150,2010
18135,22568,30000,31114,35781,14679,33042,18846,23873,27396,25682,6397,30034,20139,2010
18137,26852,36556,36059,33177,13026,36732,33800,35500,53949,24808,23750,37471,16444,2010
18139,48229,37681,35230,40607,19813,50253,48472,25739,28500,29559,6205,33429,12375,2010
18141,16201,38690,38594,38819,18641,42186,34709,35664,38859,28311,14082,40228,21975,2010
18143,26719,32026,33490,40216,21803,30851,24125,25727,26094,27466,13409,35119,28000,2010
18145,40341,39803,42516,37933,18823,41740,30947,34107,46806,28078,20909,38662,20887,2010
18147,31227,39130,37260,31719,19291,50000,25530,28092,24891,26618,7056,27083,29045,2010
18149,21860,36607,32770,34474,16110,39762,6944,29375,28281,24834,"2,500-",29176,20029,2010
18151,17518,28105,34723,32240,18185,39556,40064,32039,23214,28472,12772,33495,21259,2010
18153,40714,35720,37860,37500,19288,46510,17470,30375,30455,24246,20833,34438,24306,2010
18155,21296,27647,42180,29844,29367,54491,NA,35379,36563,35063,24719,30975,24688,2010
18157,26453,33929,42576,32396,15422,43466,26250,32333,37529,25507,6931,36454,21299,2010
18159,35063,37708,39702,41992,23338,39250,35917,27500,40797,25199,19464,33365,14722,2010
18161,22284,41118,35153,39031,13278,42871,50156,26161,40278,26526,4583,30093,34185,2010
18163,12388,35046,41561,37489,18779,36036,30441,32069,37585,27412,17784,36730,20777,2010
18165,28750,39496,40156,35625,21231,42727,16176,23611,47708,24286,12604,33281,15776,2010
18167,26000,35430,37838,31777,15973,40083,33359,30397,31406,25939,5799,38714,14802,2010
18169,23621,33929,35594,39688,19341,34821,18656,28963,25227,26064,4457,32379,14750,2010
18171,45938,35625,37480,39926,11048,41250,42727,33693,39125,29482,10278,36250,26369,2010
18173,25469,36250,57190,47928,21039,47375,37308,42438,40139,30786,14531,36389,26260,2010
18175,21131,25071,32817,29766,17086,37254,16786,20179,39773,31142,30322,31795,17803,2010
18177,18438,35313,36311,39966,17807,40386,30510,28354,31633,29504,6696,37121,19412,2010
18179,26895,38839,36679,27235,22818,34816,31795,31131,43750,24529,6875,32181,19492,2010
18181,29712,27273,33559,30625,21185,41012,13580,30417,53988,25888,20625,33553,17266,2010
18183,26851,42237,37804,39083,25468,47386,29152,30864,40114,26492,3571,37377,21439,2010
19001,26302,31128,34140,40750,21055,41875,14318,37222,22917,24350,6875,37273,25781,2010
19003,23229,24792,22304,22750,15000,41625,11346,38750,21094,21203,3750,43350,21818,2010
19005,17358,37734,27902,30556,20474,46917,46250,24896,40268,21519,21063,42736,21701,2010
19007,20188,36743,32232,30543,15881,33238,17500,39583,31094,25302,5729,31042,22109,2010
19009,30625,28750,33348,38947,19803,38750,24250,35750,44792,23125,8500,45081,16274,2010
19011,23804,35000,40800,36452,20874,51042,36791,40575,37619,24612,19609,52808,21398,2010
19013,23462,33624,35526,31184,16095,38832,29409,32949,38415,24723,13977,45340,19799,2010
19015,35354,32679,37336,31250,24462,53179,22950,36336,32407,29167,28043,45965,19763,2010
19017,27218,34653,40318,41225,23225,46250,22250,44046,34750,26194,5444,42311,25605,2010
19019,30250,34523,39856,35774,21176,40665,27946,31755,22955,27979,4583,36845,22250,2010
19021,31740,24625,30527,26230,21532,36563,26034,31063,22917,21661,4841,35893,26221,2010
19023,40313,31935,35682,39271,16292,41179,27188,27500,27500,27466,23750,36131,19375,2010
19025,38750,37143,33301,32500,29931,42500,10750,28472,24844,25031,4464,41827,16429,2010
19027,31220,30609,35025,38906,21875,40924,16563,30625,48409,25313,18646,45536,14120,2010
19029,29223,31978,31602,36875,18443,37411,22702,31083,35227,22879,12538,33242,16970,2010
19031,31303,36648,42512,37240,17075,38947,33493,35028,35691,29834,14181,39788,17000,2010
19033,22060,33131,32169,35198,15031,47266,34352,38911,35417,28023,20588,44618,25109,2010
19035,29667,40018,32010,40694,16378,39107,7375,38375,33688,21942,33958,40000,19870,2010
19037,26875,31892,32428,37109,19631,34917,23125,25625,19375,23431,7056,34018,13598,2010
19039,28482,29303,30625,27115,9775,50897,17121,30417,28125,26464,18676,32813,36250,2010
19041,27888,31551,33182,34148,18636,48246,38017,26750,27604,26047,"2,500-",42931,19676,2010
19043,24464,35558,29914,35513,17742,34607,24118,29472,32083,23785,27031,32269,17212,2010
19045,30021,37214,37768,34967,19304,44194,20716,22990,28352,27231,14650,42953,18147,2010
19047,31313,30893,30884,34831,15721,42958,25000,29861,28800,30545,4167,27000,15965,2010
19049,35677,38684,39020,48815,25817,44428,46434,52314,53809,35808,15789,49347,30522,2010
19051,25938,37218,32550,33750,18016,52875,35833,28077,27143,28622,23295,39948,17841,2010
19053,31597,38954,27317,34231,17176,40714,11563,23125,14318,20664,5313,31827,6579,2010
19055,21875,34450,33362,31635,21215,43836,26429,30625,17303,26148,20729,52031,27746,2010
19057,45188,32457,34730,31667,19105,43895,26875,30847,30977,25572,12159,46618,15776,2010
19059,32639,36282,35039,40490,22590,40242,48056,30057,32448,26216,25962,45990,13667,2010
19061,22244,33915,37158,40552,18621,43062,32688,34682,39082,25600,16162,46444,20432,2010
19063,25969,32422,31223,38235,18992,42391,16250,21111,33214,29083,13214,30368,15313,2010
19065,28043,30022,31942,31179,12760,32264,15739,26125,30347,23935,3958,34688,21189,2010
19067,25993,30611,34848,23102,15614,35350,14750,30682,35208,26383,9276,40375,22679,2010
19069,27500,31480,32400,30872,16336,37813,19583,27644,25806,22500,21736,53750,22167,2010
19071,31319,29219,39455,42083,16469,43068,28929,32813,51250,29293,26250,33519,12390,2010
19073,32045,31451,27367,41029,21048,33523,19500,31458,43056,27965,6635,48929,25809,2010
19075,30482,40074,39012,43182,18882,42292,14250,33000,36719,30597,15000,37237,21250,2010
19077,31360,33911,34677,33000,24107,41875,26648,39277,19861,27075,20313,44196,14487,2010
19079,36688,37406,31748,46688,14411,42750,23125,32727,35556,30453,10972,44792,19960,2010
19081,34792,33869,34161,32411,22396,40507,9397,24053,39583,24163,9018,40135,12014,2010
19083,31719,33917,32066,31458,14425,43972,27865,27500,30313,24898,10750,39769,23831,2010
19085,32656,37132,38219,35115,20411,41607,34063,41339,32273,32875,11739,41319,19535,2010
19087,27422,28406,30391,38580,27060,35112,26810,29236,27333,27262,30000,53750,18285,2010
19089,25119,33929,30227,36563,22071,22292,33352,24453,82083,22733,12750,39957,20781,2010
19091,30568,31336,35036,34286,21060,49516,54028,33162,23750,23542,3333,29167,22070,2010
19093,30850,33846,32130,39750,18542,41513,23750,27250,27500,21271,31250,42500,15250,2010
19095,30417,38583,39378,30221,15244,48355,40375,30776,23828,32163,15875,44732,22083,2010
19097,21000,34815,34955,38802,22079,41384,18750,28872,43542,22389,15125,47000,25526,2010
19099,33261,40033,38496,31000,23664,41341,31320,37866,27607,24237,6799,46552,20047,2010
19101,28906,39405,33938,33963,19063,37384,12708,21875,36369,17674,6500,43214,10081,2010
19103,27465,36600,43236,46250,15802,33504,34659,33454,40017,35477,7800,44512,20984,2010
19105,23533,32341,34966,50217,22830,42684,26875,35128,34028,29056,"2,500-",44725,24855,2010
19107,25395,30750,35294,33304,25020,39821,21250,21652,25694,23386,28750,43125,21912,2010
19109,33784,28802,35422,41000,19310,39606,21417,39125,38333,22905,7434,35040,22571,2010
19111,20313,26634,35520,36923,20542,48397,3906,23472,20078,22492,14484,44167,16715,2010
19113,25268,38738,50089,40801,21674,43390,35253,40709,45076,29949,9523,48072,24786,2010
19115,29327,27212,30930,36548,14565,41042,15938,25750,19063,21810,20139,38712,26667,2010
19117,30750,32404,38526,31097,21630,26214,4125,42868,35329,25152,9500,36333,22273,2010
19119,29350,33553,33103,34300,16786,46324,23036,31875,46750,24451,4886,35000,23750,2010
19121,25227,38071,31161,39881,21424,50348,48750,47788,38750,28517,11964,36429,31316,2010
19123,27614,38242,39211,22813,16696,47535,26635,28661,29118,23297,3929,35938,15067,2010
19125,28750,33657,42375,37273,13098,39922,24250,35637,32586,23821,4517,43664,25102,2010
19127,25729,32172,37444,31349,15943,38424,12421,38404,41989,28101,18320,41276,22411,2010
19129,34833,37148,40800,48438,23682,48125,39205,37742,46506,30070,31250,45299,21667,2010
19131,30156,34313,34472,44231,14643,50842,30982,37750,50446,26549,16250,29773,12000,2010
19133,22183,30449,35556,40588,20493,38661,14360,31146,23036,25574,11111,33966,30156,2010
19135,25268,30000,35795,42344,16667,43889,11731,9943,49875,32076,NA,39808,17731,2010
19137,26607,31149,36083,31094,23517,42500,19737,30521,24236,22955,18269,40000,25685,2010
19139,25985,32609,39996,30221,19014,45881,25606,26250,51346,24941,18750,45471,17127,2010
19141,34886,30252,32668,29696,20559,48654,7857,25754,38594,21767,8558,42260,16207,2010
19143,31109,34435,30676,17500,18000,34375,16193,30859,60600,21864,15391,29625,16750,2010
19145,26071,30022,35619,33750,15966,37083,48750,24444,22868,29194,"2,500-",40881,16813,2010
19147,33000,34226,26219,34333,21010,32434,23047,31507,31080,25121,18438,33542,14766,2010
19149,34861,30149,42401,34345,21670,43370,33359,41492,36438,26979,15455,50417,21712,2010
19151,35365,35368,25964,26205,14730,32475,13958,31250,30921,22938,13750,41058,20952,2010
19153,41034,35529,40068,41940,21676,43331,41896,44404,47767,31780,20403,51878,26622,2010
19155,29732,35127,34440,34119,21740,46305,38327,35051,39214,28882,27753,48250,25616,2010
19157,28750,35058,37702,31766,17457,29375,31420,46058,41429,22743,3400,24792,15759,2010
19159,30982,26719,27054,28750,14548,42276,22188,22083,18250,26058,32083,31250,8646,2010
19161,34135,30956,32188,39063,21205,40417,20694,26000,29063,22401,"2,500-",41397,19722,2010
19163,24866,39625,46367,39238,22027,38686,31683,34829,35961,29803,19401,57428,22101,2010
19165,28854,31378,31447,23883,21759,46490,23125,36071,36771,23801,18375,48929,15000,2010
19167,28571,27568,33002,33068,17928,36875,20484,25897,31714,16636,7163,35000,20174,2010
19169,21176,37087,36836,38546,14095,47572,21250,32798,36322,22273,9576,44486,18822,2010
19171,30391,32043,36417,32130,19846,41458,43594,21705,32198,27040,22070,38750,25820,2010
19173,26307,36985,30332,22232,18594,30804,50833,28750,25750,26250,13750,30750,6797,2010
19175,25673,21935,29841,35556,15401,36324,31250,27721,33929,22276,10500,31766,17031,2010
19177,20500,31509,31735,30298,15953,31979,29500,26938,22708,23608,16098,42500,11750,2010
19179,11813,31797,32185,27669,17996,35373,18917,26383,24485,26278,11571,44345,25000,2010
19181,24792,36380,43472,43615,21859,44129,34219,46110,34707,31485,14842,53807,31124,2010
19183,26075,30833,32172,32344,21452,45526,15441,35489,33047,32267,23681,47207,23200,2010
19185,24333,26645,27544,29550,18828,39000,21250,30682,22500,20500,13750,35556,15714,2010
19187,26889,35417,37468,34752,15303,38774,30625,35519,37951,27374,10938,41723,16481,2010
19189,27195,26287,34593,38490,16583,41005,3194,22727,21705,20048,30625,38750,25313,2010
19191,22037,37357,31739,41170,22096,46100,10781,30625,36875,18750,4607,43750,20577,2010
19193,25478,34219,30118,31010,18930,43089,29933,30566,34231,29270,17586,44233,22308,2010
19195,35333,35469,32708,33750,19677,50060,24063,28000,28750,25163,17946,39688,17569,2010
19197,40800,30938,34099,34375,17782,35735,22019,28854,25298,21689,"2,500-",39792,9631,2010
20001,28676,25903,32458,17292,22297,42308,31250,25313,45625,21105,25667,32865,26202,2010
